Date and Time of initial call,Date and time of Ranger response,borough,property,location,batch_geocode_descrip,Latitude,Longitude,loc_acc,species_description,call_source,species_status,animal_condition,duration_of_response,age,animal_class,311SR_Number,final_ranger_action,number_animals,PEP_Response,Animal_Monitored,Rehabilitator,Hours_spent_monitoring,Police_Response,ESU_Response,ACC_Intake_Number,
08/15/2018 03:45:00 PM,08/15/2018 03:50:00 PM,Brooklyn,Marine Park,Burnett Street and Avenue U,"Marine Park, Brooklyn, New York, NY, USA",40.611435,-73.935184,doubt,Eastern Gray Squirrel,Public,Native,Healthy,0.5,Infant,Small Mammals-non RVS,,Relocated/Condition Corrected,4,false,false,,,false,false,,
08/09/2018 02:30:00 PM,08/09/2018 02:45:00 PM,Manhattan,Central Park,96St Transverse on the drive/ sidewalk,"Riverside Drive Sidewalk, Manhattan, New York, NY, USA",40.867,-73.931514,doubt,Raccoon,Public,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1599539412,ACC,1,false,false,,,false,false,37639,
09/25/2018 11:35:00 AM,09/25/2018 11:40:00 AM,Bronx,Story Playground,Middle of lawn,"Middle School Of Marketing And Legal Studies, Brooklyn, New York, NY, USA",40.658648,-73.928657,doubt,Chicken,Central,Domestic,Unhealthy,2.5,Adult,Domestic,1-1-1620277326,ACC,1,false,false,,,false,false,42510,
01/24/2019 02:00:00 PM,01/24/2019 02:10:00 PM,Manhattan,Randall's Island Park,Between Sunken Meadow and Hell's Gate; 13 Hell Gate Circle,"13 Hell Gate Circle, Manhattan, New York, NY, USA",40.785133,-73.92793,doubt,Raccoon,Central,Native,N/A,0.5,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
10/18/2018 01:54:00 PM,10/18/2018 03:47:00 PM,Brooklyn,Lincoln Terrace Park,Lincoln Terrace Park. Along the fence,"Lincoln Terrace Park, Brooklyn, New York, NY, USA",40.666911,-73.926936,doubt,Cat,Central,Domestic,N/A,0.5,Adult,Domestic,,Unfounded,0,false,false,,,false,false,,
07/19/2018 12:00:00 PM,07/19/2018 12:30:00 AM,Manhattan,Central Park,Walking path to Delocorte Thearter,"Walking Path, Brooklyn, New York, NY, USA",40.702999,-73.924676,doubt,Raccoon,Employee,Native,Injured,1.5,Juvenile,Small Mammals-RVS,1-11-590496249,ACC,1,false,false,,,false,false,35104,
03/27/2019 12:00:00 PM,03/27/2019 01:00:00 PM,Bronx,Bronx Park,"""On the walking path by the water""","Walking path in the park, Brooklyn, New York, NY, USA",40.703825,-73.923875,doubt,Chicken,Central,Domestic,N/A,1.5,Adult,Domestic,,Unfounded,6,false,false,,,false,false,,
09/26/2018 03:30:00 PM,09/26/2018 03:40:00 PM,Queens,Astoria Park,19th Street Field House,"24-19 19th Street, Queens, New York, NY, USA",40.776826,-73.923006,doubt,Chicken,Employee,Domestic,Healthy,2.5,Adult,Domestic,1-1-1620474730,ACC,1,false,false,,,false,false,52333,
08/26/2018 09:00:00 AM,08/26/2018 09:00:00 AM,Manhattan,Colonel Charles Young Playground,W 144th & Malcom X Blvd.,"144 Bruckner Boulevard, Bronx, New York, NY, USA",40.803548,-73.920347,doubt,Red-Tailed Hawk,Central,Native,N/A,1,Adult,Raptors,,Unfounded,1,false,false,,,false,false,,
12/14/2018 11:00:00 AM,12/14/2018 01:00:00 PM,Manhattan,Inwood Hill Park,Near the dog run at Isham Avenue and Seaman Street,"Inwood, Manhattan, New York, NY, USA",40.866519,-73.920343,doubt,Chicken,Public,Domestic,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
09/11/2018 08:30:00 AM,09/11/2018 08:45:00 AM,Manhattan,Inwood Hill Park,Dyckman Street and Staff Street,"Inwood, Manhattan, New York, NY, USA",40.866519,-73.920343,doubt,Chicken,Public,Domestic,Healthy,1.5,Adult,Domestic,1-1-1615895010,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
11/13/2018 01:45:00 PM,11/13/2018 02:00:00 PM,Manhattan,Sherman Creek,On metal pier near Peter Jay Sharp Boathouse,"Sherman Creek, Manhattan, New York, NY, USA",40.860181,-73.918454,doubt,Herring Gull,Other,Native,Unhealthy,1,Adult,Birds,1-1-1644144970,Rehabilitator,1,false,false,Wild Bird Fund Manhattan,,false,false,,
04/17/2019 01:00:00 PM,04/17/2019 01:30:00 PM,Manhattan,Central Park,Near Boathouse Restaurant Parking Lot,"Private Parking Lot, Queens, New York, NY, USA",40.757423,-73.915048,doubt,American Robin,Central,Native,Injured,1,Adult,Birds,1-1-1706102711,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
04/18/2019 12:00:00 AM,04/18/2019 03:30:00 PM,Bronx,Crotona Park,"Crotona, Indian Lake","Crotona Park, Bronx, New York, NY, USA",40.839093,-73.895309,doubt,Mallard Duck,Employee,Domestic,Healthy,3.5,Juvenile,Domestic,1-1-1709590100,Rehabilitator,1,false,false,Wild Bird Fund,,false,false,,
06/06/2019 10:00:00 AM,06/06/2019 10:45:00 AM,Bronx,851 Fairmont Pl,Inside Miricale Gardens (community Garden),"Fairmont Place, Bronx, New York, NY, USA",40.843032,-73.892533,doubt,Rooster,Employee,Domestic,Healthy,2,Juvenile,Birds,1-1-1729971530,ACC,3,false,false,,,false,false,83788,
10/06/2018 04:30:00 PM,10/07/2018 11:00:00 AM,Bronx,Van Cortlandt Park,"Van Cortlandt Lake, near Golf House","Cortlandt, NY, USA",41.239285,-73.890844,doubt,Common Snapping Turtle,Public,Native,DOA,1.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,false,false,,,false,false,,
10/19/2018 09:30:00 AM,10/19/2018 09:55:00 AM,Staten Island,Westerleigh Park,Park and surrounding neighborhood,"Neighborhood 99 cent & Up, Queens, New York, NY, USA",40.748982,-73.890464,doubt,Deer,Employee,Native,N/A,1,Adult,Deer,,Unfounded,1,false,false,,,false,false,,
04/21/2019 04:20:00 PM,04/21/2019 04:35:00 PM,Bronx,Van Cortlandt Park,John Kieran Trail,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,doubt,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Monitored Animal,1,false,true,,0.5,false,false,,
04/21/2019 01:45:00 PM,04/21/2019 01:45:00 PM,Bronx,Van Cortlandt Park,Parade Ground Bridle Path,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,doubt,Painted Turtle,Public,Native,Healthy,0.1,Infant,Marine Reptiles,,Relocated/Condition Corrected,1,false,false,,,false,false,,
01/23/2019 03:10:00 PM,01/23/2019 03:15:00 PM,Bronx,Van Cortlandt Park,In the lake close to second bridge on Putnam Trail,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,doubt,Swan,Central,Invasive,DOA,1.1,Adult,Birds,1-1-1668593421,Relocated/Condition Corrected,1,false,false,,,false,false,,
12/03/2018 11:30:00 AM,12/03/2018 11:45:00 AM,Bronx,Van Cortlandt Park,Van Cortlandt Lake Drain,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,doubt,Canada Goose,Public,Native,Healthy,0.5,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
07/18/2018 04:30:00 PM,07/18/2018 04:45:00 PM,Bronx,Van Cortlandt Park,multiple,"Van Cortlandt Park, Bronx, New York, NY, USA",40.898839,-73.888153,doubt,Squirrel,Central,Native,N/A,0.25,Juvenile,Small Mammals-RVS,,Unfounded,,false,false,,,false,false,,
05/12/2019 09:05:00 AM,05/12/2019 09:11:00 AM,Staten Island,Willowbrook Park,Ballfield,"Mapes Ballfield, Bronx, New York, NY, USA",40.8475,-73.885833,doubt,Canada Goose,Central,Native,N/A,1,Adult,Birds,,Monitored Animal,1,false,false,,,false,false,,
09/26/2018 05:05:00 PM,09/26/2018 05:35:00 PM,Brooklyn,Canarsie Park,Canarsie Park near Canarsie Pier,"Canarsie Pier, Brooklyn, New York, NY, USA",40.630754,-73.884214,doubt,Unknown Species,Central,Native,N/A,1,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
03/22/2019 03:25:00 PM,03/22/2019 03:30:00 PM,Queens,Forest Park,"Greenhouse, near stairs to basement","Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,Raccoon,Employee,Native,Healthy,1,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
03/21/2019 09:00:00 AM,03/21/2019 02:45:00 PM,Queens,Forest Park,"Union/Myrtle, and Myrtle/Park Ln S","Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,Raccoon,Public,Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
03/17/2019 11:00:00 AM,03/17/2019 11:00:00 AM,Queens,Forest Park,Myrtle Avenue and Park Lane South,"Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,Raccoon,Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,,
01/26/2019 10:00:00 AM,01/29/2019 03:35:00 PM,Queens,Forest Park,Close to 91st Street and Park Lane South,"Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,Raccoon,Public,Native,N/A,0.25,Adult,Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
10/29/2018 10:15:00 AM,10/29/2018 10:30:00 AM,Queens,Forest Park,Dog run Park Lane South 87th street,"Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,Dog,Employee,Domestic,Healthy,2,Juvenile,Domestic,1-1-1631200930,ACC,1,false,false,,,false,false,45885,
10/01/2018 09:00:00 AM,10/01/2018 09:10:00 AM,Queens,Forest Park,Forest Park Drive towards Park Lane South.,"Forest Park, Queens, New York, NY, USA",40.69491,-73.876332,doubt,White-Tailed Deer,Public,Native,DOA,2,Adult,Deer,1-1-1621981811,Relocated/Condition Corrected,1,false,false,,,true,false,,
07/31/2018 04:40:00 PM,07/31/2018 04:50:00 PM,Bronx,Magenta Playground,Bronx Park East & Rosewood Avenue,"Bronx and Pelham Parkway, Bronx, New York, NY, USA",40.856038,-73.87394,doubt,Raccoon,Employee,Native,Unhealthy,3,Adult,Small Mammals-RVS,1-1-1597270330,ACC,1,false,false,,,false,false,36629,
09/02/2018 02:00:00 PM,09/02/2018 02:50:00 PM,Manhattan,Central Park,72rd and East Drive/ Conservatory waters near food sellers,"Foodies Restaurant, Brooklyn, New York, NY, USA",40.674357,-73.870847,doubt,Raccoon,Other,Native,Unhealthy,1,Juvenile,Small Mammals-RVS,1-1-1612376942,ACC,1,false,false,,,true,false,40461,
08/05/2018 09:30:00 AM,08/05/2018 11:30:00 AM,Manhattan,Central Park,100th St and CPW,"35-09 100 St, Queens, New York, NY, USA",40.753846,-73.867649,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Injured,1.5,Adult,Small Mammals-RVS,1-1-1597160393,ACC,1,false,false,,,false,false,37171,
09/07/2018 04:01:00 PM,09/07/2018 04:10:00 PM,Manhattan,Central Park,96th street playground,"53-04 96th Street, Queens, New York, NY, USA",40.739838,-73.866384,doubt,Raccoon,Central,Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/16/2018 02:50:00 PM,08/16/2018 03:10:00 PM,Manhattan,Central Park,96th Street Transverse entrance/ near playground,"53-04 96th Street, Queens, New York, NY, USA",40.739838,-73.866384,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,,1,Adult,Small Mammals-RVS,1-1-1604583422,ACC,1,false,false,,,false,false,38397,
04/06/2019 04:00:00 PM,04/06/2019 04:00:00 PM,Manhattan,Randall's Island Park,Northeast part of the park connecting to the bronx,"Parkchester Station Bronx Post Office, Bronx, New York, NY, USA",40.836667,-73.862222,doubt,Opossum,"Conservancies/""Friends of"" Groups",Native,N/A,0.25,Adult;#Juvenile;#Infant,Small Mammals-non RVS,,Unfounded,1,false,false,,,false,false,,
07/08/2018 09:40:00 AM,07/08/2018 11:00:00 AM,Bronx,Space Time Playground,Space time plygnd,"Space-Time Playground, Bronx, New York, NY, USA",40.822222,-73.86,doubt,Cat,Central,Domestic,Healthy,1,Juvenile,Domestic,1-11-584669690,ACC,3,false,false,,,false,false,40827,
04/11/2019 03:30:00 PM,04/11/2019 03:30:00 PM,Manhattan,Central Park,"102 Street Cut Through, North Woods","52-01 102nd Street, Queens, New York, NY, USA",40.741915,-73.859607,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Infant,Small Mammals-RVS,,Advised/Educated others,1,false,false,,,false,false,,
04/11/2019 11:45:00 AM,04/11/2019 11:51:00 AM,Queens,Forest Park,Entrance to blue trail past Victory Field,"Victory Field, Queens, New York, NY, USA",40.701492,-73.852913,doubt,Raccoon,Employee,Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
08/09/2018 08:30:00 AM,08/09/2018 10:05:00 AM,Manhattan,Central Park,Ramble - area known as Oven,"Otter Ramble (South Picnic Area Spur), Hastings-on-Hudson, NY, USA",40.982151,-73.8518,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,N/A,0.75,Juvenile,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
01/12/2019 01:00:00 AM,01/12/2019 11:30:00 AM,Manhattan,J. Hood Wright Park,Unfound. Perimeter?,"Perimeter Road, Queens, New York, NY, USA",40.749174,-73.848983,doubt,Raccoon,Central,Native,N/A,0.5,Adult;#Juvenile;#Infant,Small Mammals-RVS,1-1-1668935022,Unfounded,0,false,false,,,false,false,,
11/10/2018 09:25:00 AM,11/10/2018 09:38:00 AM,Manhattan,Bryant Park,Corner of 40th/5th of the library. At the base of a London Plane tree.,"Fountain of the Planet of the Apes, Queens, New York, NY, USA",40.743152,-73.848598,doubt,Silver-Haired Bat,Central,Native,Injured,1,Adult,Small Mammals-RVS,1-1-1642582482,Rehabilitator,1,false,false,,,false,false,,
01/29/2019 07:00:00 AM,01/29/2019 09:50:00 AM,Manhattan,Riverside Park,119 Street south of the tennis courts,"28-11 119th Street, Queens, New York, NY, USA",40.772793,-73.848584,doubt,Raccoon,Central,Native,DOA,2,Adult,Small Mammals-RVS,1-1-1676140060,ACC,1,false,false,,,false,false,53674,
06/07/2019 03:15:00 PM,06/08/2019 09:30:00 AM,Queens,Flushing Meadows Corona Park,Tide Gate Bridge,"Flushing Meadows, Queens, New York, NY, USA",40.747759,-73.843943,doubt,Cormorant,Employee,Native,Injured,1.5,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
06/07/2019 03:15:00 PM,06/07/2019 03:20:00 PM,Queens,Flushing Meadows Corona Park,Tide Gate Bridge,"Flushing Meadows, Queens, New York, NY, USA",40.747759,-73.843943,doubt,Cormorant,Employee,Native,Injured,2.5,Adult,Birds,,Monitored Animal,1,false,true,,0.25,false,false,,
09/11/2018 03:45:00 PM,09/11/2018 03:50:00 PM,Queens,Flushing Meadows Corona Park,Avenue of Commerce between Avenue of Progress and Promenade of Industry,"Flushing Meadows, Queens, New York, NY, USA",40.747759,-73.843943,doubt,Red-Tailed Hawk,Employee,Native,Healthy,0.5,Adult,Raptors,,Monitored Animal,1,false,false,,,false,false,,
08/20/2018 09:00:00 AM,08/20/2018 10:00:00 AM,Manhattan,Central Park,Loeb Boathouse,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.25,Adult,Small Mammals-RVS,1-1-1604583561,ACC,1,false,false,,,false,false,38767,
08/16/2018 01:20:00 PM,08/16/2018 01:25:00 PM,Manhattan,Central Park,Loeb Boathouse,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,doubt,Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1605148960,ACC,1,false,false,,,false,false,38388,
08/14/2018 01:51:00 PM,08/14/2018 01:51:00 PM,Manhattan,Central Park,Loeb Boathouse,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,doubt,Raccoon,Employee,Native,N/A,0.75,Adult,Small Mammals-RVS,,Unfounded,1,false,false,,,false,false,,
08/04/2018 05:35:00 PM,08/04/2018 05:35:00 PM,Manhattan,Central Park,Loeb Boathouse Dock,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,doubt,Raccoon,Employee,Native,DOA,0.05,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
07/31/2018 08:00:00 PM,08/01/2018 09:30:00 AM,Manhattan,Central Park,Loeb Boathouse,"Boathouse Bridge, Queens, New York, NY, USA",40.738777,-73.838265,doubt,Raccoon,Other,Native,DOA,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,false,false,,,false,false,,
04/22/2019 10:30:00 AM,04/22/2019 01:21:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 23rd Street inside plover site,"Rockaway Beach, Queens, New York, NY, USA",40.577599,-73.836581,doubt,Northern Gannet,Employee,Native,Injured,2.25,Juvenile,Birds,1-1-1709572321,ACC,1,false,false,,,false,false,60715,
08/14/2018 01:00:00 PM,08/15/2018 02:00:00 PM,Queens,Rockaway Beach and Boardwalk,Beach 41st Street near Shore,"Rockaway Beach, Queens, New York, NY, USA",40.577599,-73.836581,doubt,Herring Gull,Employee,Native,Injured,1,Juvenile,Birds,1-1-1604132980,ACC,1,false,false,,,false,false,38184,
08/01/2018 02:40:00 PM,08/01/2018 03:35:00 PM,Bronx,Ferry Point Park,Found underneath white stone bridge,"Ferry Point Park, Bronx, New York, NY, USA",40.813818,-73.832804,doubt,Kestrel,Public,Native,Unhealthy,1.5,Adult,Raptors,1-1-1592912581,Rehabilitator,1,false,false,Bobby Horvath,,false,false,,
07/18/2018 12:40:00 PM,07/18/2018 01:00:00 PM,Manhattan,West Harlem Piers,125 street and West Harlem Piers Park,"85-12 125th Street, Queens, New York, NY, USA",40.703885,-73.826538,doubt,Canada Goose,Central,Native,Unhealthy,1.5,Adult,Birds,1-1-1590963990,Rehabilitator,1,false,false,"Wild Bird Fund, Manhattan",,false,false,,
10/10/2018 04:00:00 PM,10/10/2018 05:00:00 PM,Brooklyn,Decatur Playground,reported location was inside park between tennis courts and basketball courts,"Kissena Park Tennis Courts, Queens, New York, NY, USA",40.748094,-73.809957,doubt,,Central,N/A,N/A,2,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
10/21/2018 10:00:00 AM,10/21/2018 10:15:00 AM,Bronx,Pelham Bay Park,Orchard Beach Section 10,"Pelham Bay Park, Bronx, New York, NY, USA",40.868062,-73.795913,doubt,Cat,Employee,Domestic,Unhealthy,1,Adult,Domestic,,ACC,1,false,false,,,false,false,55861,
09/08/2018 12:20:00 PM,09/08/2018 12:45:00 PM,Bronx,Pelham Bay Park,BBQ area by Wilkonson Ave and Bruckner Blvd,"Pelham Bay Park, Bronx, New York, NY, USA",40.868062,-73.795913,doubt,Raccoon,Central,Native,Unhealthy,2,Adult,Small Mammals-RVS,1-1-1614660042,ACC,1,false,false,,,false,false,49903,
09/06/2018 10:05:00 AM,09/06/2018 10:05:00 AM,Bronx,Pelham Bay Park,Orchard Beach/ City Island Traffic Circle,"Pelham Bay Park, Bronx, New York, NY, USA",40.868062,-73.795913,doubt,White-Tailed Deer,Central,Native,Unhealthy,2,Infant,Deer,1-1-1613258202,ACC,1,false,false,,,true,true,40789,
09/24/2018 11:00:00 AM,09/24/2018 11:30:00 AM,Queens,Cunningham Park,Comfort Station Near 73rd Avenue and Francis Lewis Blvd.,"Cunningham Park, Queens, New York, NY, USA",40.738376,-73.768334,doubt,Chicken,Employee,Domestic,Injured,1,Juvenile,Domestic;#Birds,1-1-1619568601,ACC,1,false,false,,,false,false,42420,
09/13/2018 11:30:00 AM,09/13/2018 01:00:00 PM,Queens,Cunningham Park,Back Parking Lot,"Cunningham Park, Queens, New York, NY, USA",40.738376,-73.768334,doubt,Raccoon,Central,Native,Injured,2,Adult,Small Mammals-RVS,1-1-1617220980,ACC,1,false,false,,,false,false,,
04/01/2019 09:10:00 PM,04/02/2019 03:30:00 PM,Staten Island,Greenbelt Recreation Center,In parking lot outside of recreation center,"Franhill Shopping Center Parking Lot, Queens, New York, NY, USA",40.720712,-73.760831,doubt,Chicken,Employee,Domestic,Healthy,1,Adult,Domestic,1-1-1700423471,ACC,1,false,false,,,false,false,58946,
07/28/2018 12:30:00 PM,07/28/2018 12:45:00 PM,Queens,Socrates Sculpture Park,"Fence along southern border of park, accessed from Costco Parking Lot","Southern Parkway, Queens, New York, NY, USA",40.665889,-73.756965,doubt,Opossum,Central,Native,Healthy,1.75,Adult,Small Mammals-non RVS,1-1-1594452514,Relocated/Condition Corrected,1,false,false,,,false,true,,
08/20/2018 03:00:00 PM,08/22/2018 10:33:00 AM,Queens,Kissena Corridor Park,"Ballfield #2, 58th Ave + Peck Ave","219-03 Peck Ave, Queens, New York, NY, USA",40.733162,-73.750704,doubt,Chicken,Employee,Domestic,N/A,0.5,Adult,Domestic;#Birds,1-1-1607560028,Unfounded,0,false,false,,,false,false,,
05/03/2019 11:25:00 AM,05/03/2019 11:30:00 AM,Queens,Alley Pond Park,Springfield Blvd and 74th Ave,"Alley Pond Park, Queens, New York, NY, USA",40.743511,-73.73977,doubt,Cat,Central,Domestic,Injured,2.5,Adult,Domestic,1-1-1716062206,ACC,1,false,false,,,false,false,61753,
02/13/2019 12:00:00 PM,02/13/2019 03:42:00 PM,Staten Island,Wolfe's Pond Park,Beach near the lifeguard trailer,"Alley Pond Park, Queens, New York, NY, USA",40.743511,-73.73977,doubt,Brant Goose,Employee,Native,Unhealthy,0.5,Adult,Birds,,Unfounded,1,false,false,,,false,false,,
12/05/2018 10:15:00 AM,12/05/2018 10:30:00 AM,Queens,Alley Pond Park,Near the entrance to the red trail,"Alley Pond Park, Queens, New York, NY, USA",40.743511,-73.73977,doubt,Raccoon,Employee,Native,N/A,2.5,Adult,Domestic;#Small Mammals-RVS,,Unfounded,0,false,false,,,false,false,,
10/03/2018 12:05:00 PM,10/03/2018 12:08:00 PM,Queens,Alley Pond Park,Near the Alley Pond Adventure Course,"Alley Pond Park, Queens, New York, NY, USA",40.743511,-73.73977,doubt,Raccoon,Employee,Native,Unhealthy,2.5,Adult,Small Mammals-RVS,1-1-1623412531,ACC,1,false,false,,,false,false,53288,
09/21/2018 06:30:00 PM,09/22/2018 10:30:00 AM,Queens,Alley Pond Park,73rd Street & Springfield Avenue,"Alley Pond Park, Queens, New York, NY, USA",40.743511,-73.73977,doubt,Raccoon,Central,Native,Injured,0.5,Adult,Small Mammals-RVS,1-1-1620474184,Unfounded,1,false,false,,,false,false,,
